id,date,title,category,account,amount,currency,type,is_recurring,interval,created_at,Unnamed: 8, 
efa32c0e-a89c-4051-a00a-f2ca192f7aa8,59:52.0,Clinic Visit,Health,Wallet,22.07,MYR,EXPENSE,0,NULL,59:52.0,NULL,NULL
2e898b7c-cf33-4eea-ab9c-241d4b79f5ab,39:52.0,Clinic Visit,Health,Savings Bank,46.59,MYR,EXPENSE,0,NULL,39:52.0,NULL,NULL
c20fffe7-e626-40b9-a328-abbfee07f117,18:21.0,Fuel Refill,Transport,Savings Bank,36.81,MYR,EXPENSE,0,NULL,18:21.0,NULL,NULL
2d4a5c01-e44c-4757-833c-1d224ac4add8,20:18.0,Dinner,Food,Savings Bank,65.3,MYR,EXPENSE,0,NULL,20:18.0,NULL,NULL
d59805a3-20d8-41a4-b091-687934e18b5e,27:57.0,Online Course,Education,Credit Card,12.9,MYR,EXPENSE,0,NULL,27:57.0,NULL,NULL
412e5881-81f4-4f1b-8f5b-44b37494efef,11:16.0,Books,Education,Salary Bank,15.93,MYR,EXPENSE,0,NULL,11:16.0,NULL,NULL
1a9e3a8c-317c-4201-9062-31dbcecb63d5,48:13.0,Monthly Salary,Other,Salary Bank,6200,MYR,INCOME,1,monthly,48:13.0,NULL,NULL
d98b8e50-f465-4388-be20-ee4ce02687ce,31:43.0,Parking Fee,Transport,Savings Bank,52.69,MYR,EXPENSE,0,NULL,31:43.0,NULL,NULL
153de8c3-7909-498e-9d43-7c4ee326d083,45:23.0,Water Bill,Bills,Wallet,55.68,MYR,EXPENSE,0,NULL,45:23.0,NULL,NULL
c0e4f5d9-5bd4-49e4-aefd-3ff48595f91b,23:52.0,Transport Ticket,Travel,Savings Bank,30.02,MYR,EXPENSE,0,NULL,23:52.0,NULL,NULL
03783226-9430-4f1a-b8b8-57bd24885e9a,37:59.0,Children Supplies,Family,Savings Bank,64.58,MYR,EXPENSE,0,NULL,37:59.0,NULL,NULL
c54801c1-0b35-4957-a3ce-909fb198186c,00:38.0,Karaoke,Entertainment,Savings Bank,41.9,MYR,EXPENSE,0,NULL,00:38.0,NULL,NULL
5364aeef-79f3-4645-8f98-a058c5e7d215,23:57.0,Water Bill,Bills,Cash,20.98,MYR,EXPENSE,0,NULL,23:57.0,NULL,NULL
c379664f-1940-49bb-820f-7366e229fb3f,32:04.0,General Expense,Insurance,Salary Bank,72.98,MYR,EXPENSE,0,NULL,32:04.0,NULL,NULL
942ad094-4a94-444c-8f43-54e8fe5a39f0,50:27.0,General Expense,Insurance,Cash,44.93,MYR,EXPENSE,0,NULL,50:27.0,NULL,NULL
c0684741-93d6-46b2-a47d-32f7e09d8ad7,06:41.0,Vegetable Pack,Grocery,Credit Card,55.1,MYR,EXPENSE,0,NULL,06:41.0,NULL,NULL
819ae93c-51e7-4974-895f-7713a3bf6b89,52:33.0,Egg Dozen,Grocery,Salary Bank,72.79,MYR,EXPENSE,0,NULL,52:33.0,NULL,NULL
eb2c31b4-5ac3-4e97-b296-2fb47ee65648,54:24.0,Internet Bill,Bills,Credit Card,120,MYR,EXPENSE,1,monthly,29:05.0,NULL,NULL
13a48e11-8267-4ad0-832d-e6ad5804f0dd,08:33.0,Phone Bill,Bills,Credit Card,75,MYR,EXPENSE,1,monthly,21:11.0,NULL,NULL
c28c190a-92c5-4d05-9c89-310befca5467,21:34.0,Bread Loaf,Grocery,Credit Card,13.53,MYR,EXPENSE,0,NULL,21:34.0,NULL,NULL
b16e55e0-bd1b-4362-a9b4-8796f9901621,33:26.0,Grab Ride,Transport,Wallet,34.82,MYR,EXPENSE,0,NULL,33:26.0,NULL,NULL
00d8e305-4141-4188-81e9-32a191ccaf68,11:00.0,Medicine,Health,Wallet,74.25,MYR,EXPENSE,0,NULL,11:00.0,NULL,NULL
b1438c76-e86d-49e6-b6c8-aa9a01b721f8,36:18.0,Game Top-Up,Entertainment,Cash,22.77,MYR,EXPENSE,0,NULL,36:18.0,NULL,NULL
4d633abc-5c86-4813-a93a-39cfd53b7dbe,32:55.0,Hotel Booking,Travel,Credit Card,25.22,MYR,EXPENSE,0,NULL,32:55.0,NULL,NULL
4a0333b6-e068-439e-a9b7-fb09b8571130,12:00.0,Milk 2L,Grocery,Salary Bank,74.1,MYR,EXPENSE,0,NULL,12:00.0,NULL,NULL
38d13eb9-67dc-4e76-b32e-63764016b470,39:58.0,Lunch,Food,Cash,41.58,MYR,EXPENSE,0,NULL,39:58.0,NULL,NULL
c39e0b28-2498-4d06-b509-cf07381a9010,10:03.0,Car Insurance,Insurance,Savings Bank,250,MYR,EXPENSE,1,yearly,10:03.0,NULL,NULL
d7a24953-5fcf-471b-ba8a-2b5b53989393,00:25.0,Health Insurance,Insurance,Savings Bank,1500,MYR,EXPENSE,1,yearly,00:25.0,NULL,NULL
6cb158ba-8edf-448b-b72d-2d644b11b090,56:56.0,Karaoke,Entertainment,Credit Card,58.35,MYR,EXPENSE,0,NULL,56:56.0,NULL,NULL
c692fa2a-cc2e-452c-9017-ec8b1f5d99dd,51:35.0,Vegetable Pack,Grocery,Credit Card,71.76,MYR,EXPENSE,0,NULL,51:35.0,NULL,NULL
7731b44a-90a9-490f-b0dc-32b1607174f7,17:01.0,Shopping,Other,Wallet,15.97,MYR,EXPENSE,0,NULL,17:01.0,NULL,NULL
445dc212-caca-40e6-b82f-6202a34dfc4f,25:44.0,Books,Education,Wallet,47.91,MYR,EXPENSE,0,NULL,25:44.0,NULL,NULL
ba1ad731-ddb9-4b43-8dee-8c51f9eeca51,25:37.0,Fuel Refill,Transport,Savings Bank,42.46,MYR,EXPENSE,0,NULL,25:37.0,NULL,NULL
02c4ef39-dc24-41c7-a661-9aabec8e2759,20:40.0,Medicine,Health,Savings Bank,31.56,MYR,EXPENSE,0,NULL,20:40.0,NULL,NULL
a615e949-d311-4d68-90e8-b7c3c185e3e2,15:23.0,Electricity Bill,Bills,Salary Bank,68.81,MYR,EXPENSE,0,NULL,15:23.0,NULL,NULL
a69d23ab-b64c-4433-bcd0-287150241428,59:26.0,Misc Item,Other,Wallet,21.17,MYR,EXPENSE,0,NULL,59:26.0,NULL,NULL
a3648944-0536-4103-9b05-b1a2c10b97f0,17:20.0,General Expense,Insurance,Salary Bank,70.29,MYR,EXPENSE,0,NULL,17:20.0,NULL,NULL
ab6d1bd8-fca7-456f-891a-9c4d4b4cc200,33:00.0,Misc Item,Other,Cash,70.87,MYR,EXPENSE,0,NULL,33:00.0,NULL,NULL
134b84d9-d069-4dc3-b3d8-2ad31a9914df,32:44.0,Electricity Bill,Bills,Savings Bank,63.16,MYR,EXPENSE,0,NULL,32:44.0,NULL,NULL
7acd4795-7a52-40c1-b8c9-516b42b0ed75,59:43.0,Children Supplies,Family,Wallet,12.94,MYR,EXPENSE,0,NULL,59:43.0,NULL,NULL
76522f59-ef2e-418d-ae78-6ca7a400eb01,27:03.0,Freelance Work,Other,Salary Bank,353.16,MYR,INCOME,0,NULL,27:03.0,NULL,NULL
0bc78b39-86a4-4563-aa48-601fb29d8c11,20:23.0,Hotel Booking,Travel,Salary Bank,40.5,MYR,EXPENSE,0,NULL,20:23.0,NULL,NULL
558a01e8-4b80-461e-ae4a-d8463cb918ac,01:29.0,Misc Item,Other,Cash,6.78,MYR,EXPENSE,0,NULL,01:29.0,NULL,NULL
37d15a02-2d34-4653-9d59-b70a24fa53ed,15:01.0,Online Course,Education,Savings Bank,26.49,MYR,EXPENSE,0,NULL,15:01.0,NULL,NULL
b4c1f454-2b37-4ed5-8458-e86c0048b7ee,47:50.0,Online Course,Education,Salary Bank,58.77,MYR,EXPENSE,0,NULL,47:50.0,NULL,NULL
2e1389f8-269b-431b-afd8-9de7c6ab74e0,12:41.0,Children Supplies,Family,Credit Card,17.14,MYR,EXPENSE,0,NULL,12:41.0,NULL,NULL
fb0cf317-8075-4f05-adb6-c924435db5a3,32:40.0,Clinic Visit,Health,Savings Bank,56.3,MYR,EXPENSE,0,NULL,32:40.0,NULL,NULL
2572b1a9-bcb3-48e1-985d-c9fd31e71f6d,29:06.0,Medicine,Health,Savings Bank,5.6,MYR,EXPENSE,0,NULL,29:06.0,NULL,NULL
a1fe4f07-b2f4-4179-9fa5-410bc804607d,58:59.0,Shopping,Other,Credit Card,23.77,MYR,EXPENSE,0,NULL,58:59.0,NULL,NULL
ecd7db96-ad5e-49ce-bc6c-907829cf806b,31:02.0,Rice 5kg,Grocery,Cash,69.54,MYR,EXPENSE,0,NULL,31:02.0,NULL,NULL
4228d945-c519-4c74-9c97-e9b1e1a1673c,46:12.0,Hotel Booking,Travel,Savings Bank,62.41,MYR,EXPENSE,0,NULL,46:12.0,NULL,NULL
3bb28e6e-8680-4a2c-b19a-307f1d665e88,49:00.0,Rice 5kg,Grocery,Savings Bank,48.1,MYR,EXPENSE,0,NULL,49:00.0,NULL,NULL
7f2fbd7d-ebd8-40cc-b72e-ebf59781ac81,20:50.0,Breakfast,Food,Wallet,30.76,MYR,EXPENSE,0,NULL,20:50.0,NULL,NULL
ae884f4f-f532-4ba2-810e-7f40415b00c9,18:46.0,Medicine,Health,Savings Bank,22.86,MYR,EXPENSE,0,NULL,18:46.0,NULL,NULL
b85cd16c-5ced-4393-9bb7-4b2a599d850e,52:38.0,Rice 5kg,Grocery,Wallet,46.38,MYR,EXPENSE,0,NULL,52:38.0,NULL,NULL
062e59cb-5373-4791-a0ee-e499208deb1d,57:44.0,Clinic Visit,Health,Savings Bank,10.26,MYR,EXPENSE,0,NULL,57:44.0,NULL,NULL
4c221e0f-4ea9-45f1-95ac-048906819f10,33:00.0,Cinema,Entertainment,Savings Bank,38.15,MYR,EXPENSE,0,NULL,33:00.0,NULL,NULL
16773874-1f14-4c60-950e-c039a3814588,08:31.0,Electricity Bill,Bills,Cash,16.65,MYR,EXPENSE,0,NULL,08:31.0,NULL,NULL
05e0f471-b671-48cb-9a83-e9c2dce2cc8e,48:13.0,Monthly Salary,Other,Salary Bank,6200,MYR,INCOME,1,monthly,59:09.0,NULL,NULL
efe635ab-b644-4d51-99cd-d8ffa76fcab9,15:06.0,Gift Purchase,Family,Savings Bank,8.09,MYR,EXPENSE,0,NULL,15:06.0,NULL,NULL
1ed370e7-b050-47c4-b24a-8dce1aea7e82,57:08.0,Transport Ticket,Travel,Savings Bank,28.64,MYR,EXPENSE,0,NULL,57:08.0,NULL,NULL
3cbef138-72cc-4820-a76f-c87b9a8cf165,11:16.0,Gift Purchase,Family,Cash,18.82,MYR,EXPENSE,0,NULL,11:16.0,NULL,NULL
c05e6998-4ece-4c6e-9310-f51a58b922f5,37:34.0,Online Course,Education,Wallet,10.96,MYR,EXPENSE,0,NULL,37:34.0,NULL,NULL
aa5bcfad-c580-4a2b-b9a3-414df3804624,08:25.0,Fuel Refill,Transport,Cash,47.43,MYR,EXPENSE,0,NULL,08:25.0,NULL,NULL
e5e0b394-d70c-48bb-81da-363d85a81880,02:24.0,Hotel Booking,Travel,Credit Card,69.93,MYR,EXPENSE,0,NULL,02:24.0,NULL,NULL
bed7ee92-d044-4398-9b48-91b12308c2e8,42:11.0,General Expense,Insurance,Credit Card,25.72,MYR,EXPENSE,0,NULL,42:11.0,NULL,NULL
bba071ab-57fd-48d6-a653-d57d22977e46,50:54.0,Egg Dozen,Grocery,Wallet,55.25,MYR,EXPENSE,0,NULL,50:54.0,NULL,NULL
d7ab8a16-5521-4a7c-a62a-ad66e4f629ee,54:24.0,Internet Bill,Bills,Credit Card,120,MYR,EXPENSE,1,monthly,40:44.0,NULL,NULL
ecbb7610-76b5-4f3f-964f-abb01c486ec8,08:33.0,Phone Bill,Bills,Credit Card,75,MYR,EXPENSE,1,monthly,37:21.0,NULL,NULL
92182a4d-5c30-466d-9183-24297e618f26,03:44.0,Electricity Bill,Bills,Salary Bank,38.56,MYR,EXPENSE,0,NULL,03:44.0,NULL,NULL
e4213549-3613-4058-96cc-933df529f820,45:54.0,Snacks,Food,Credit Card,69.1,MYR,EXPENSE,0,NULL,45:54.0,NULL,NULL
3c361c1b-5349-455d-84be-6689570b532a,12:40.0,Transport Ticket,Travel,Savings Bank,25.01,MYR,EXPENSE,0,NULL,12:40.0,NULL,NULL
f9f55fad-e59f-4f00-8b37-3a82954424b4,12:45.0,Shopping,Other,Cash,11.84,MYR,EXPENSE,0,NULL,12:45.0,NULL,NULL
deb59219-cca3-4b90-8f77-c8e1f8aff192,50:19.0,Misc Item,Other,Wallet,21.5,MYR,EXPENSE,0,NULL,50:19.0,NULL,NULL
21ee236b-528a-4fdf-a663-c711785f40fe,56:42.0,Hotel Booking,Travel,Savings Bank,37.88,MYR,EXPENSE,0,NULL,56:42.0,NULL,NULL
2bfe2d14-db8a-45c2-9fa3-b1b78cc9210e,22:27.0,Fuel Refill,Transport,Salary Bank,26.77,MYR,EXPENSE,0,NULL,22:27.0,NULL,NULL
b12e0db0-9da4-49cb-999b-98357aff6dfb,12:35.0,Misc Item,Other,Cash,72.28,MYR,EXPENSE,0,NULL,12:35.0,NULL,NULL
8f3ae772-1551-44bc-b056-7f800f30cc54,19:54.0,Transport Ticket,Travel,Credit Card,74.92,MYR,EXPENSE,0,NULL,19:54.0,NULL,NULL
02e1c2da-3f99-4fe3-96b3-68f968750013,51:13.0,Chicken Whole,Grocery,Wallet,71.01,MYR,EXPENSE,0,NULL,51:13.0,NULL,NULL
f0a1ca79-e8c3-4a46-bcdf-59c803eff53d,40:55.0,General Expense,Insurance,Wallet,62.29,MYR,EXPENSE,0,NULL,40:55.0,NULL,NULL
1a7cd23f-49ee-4101-9858-012068855deb,19:37.0,Hotel Booking,Travel,Salary Bank,41.45,MYR,EXPENSE,0,NULL,19:37.0,NULL,NULL
d06b82a1-977b-4e07-a56b-1e846157e695,46:33.0,General Expense,Insurance,Wallet,28.25,MYR,EXPENSE,0,NULL,46:33.0,NULL,NULL
6d43985c-2e33-4281-9bf8-0c8e6f9b260b,14:36.0,Water Bill,Bills,Credit Card,31.31,MYR,EXPENSE,0,NULL,14:36.0,NULL,NULL
39f842d8-92d0-4108-bfae-5b3802a25523,55:44.0,General Expense,Insurance,Salary Bank,47.86,MYR,EXPENSE,0,NULL,55:44.0,NULL,NULL
43ac317c-1fa9-4748-81c8-40cc674a196a,56:05.0,Medicine,Health,Salary Bank,16.31,MYR,EXPENSE,0,NULL,56:05.0,NULL,NULL
2be3b36d-cbf8-423c-b51c-55e7e999595b,25:17.0,Gift Purchase,Family,Credit Card,47.15,MYR,EXPENSE,0,NULL,25:17.0,NULL,NULL
bb50734a-f6b8-47c4-a707-92b2be34aa3b,53:33.0,Grab Ride,Transport,Cash,45.82,MYR,EXPENSE,0,NULL,53:33.0,NULL,NULL
8dce71df-070d-47b8-92c9-2f617cabc9a0,34:02.0,Egg Dozen,Grocery,Cash,72.49,MYR,EXPENSE,0,NULL,34:02.0,NULL,NULL
ec50fd6d-7b75-4dd7-87d9-b95506f15c56,37:00.0,Rice 5kg,Grocery,Credit Card,39.41,MYR,EXPENSE,0,NULL,37:00.0,NULL,NULL
4976a205-5563-43b6-817d-8840969592a2,12:52.0,Electricity Bill,Bills,Credit Card,74.14,MYR,EXPENSE,0,NULL,12:52.0,NULL,NULL
fcf6c72c-9988-482a-ba5f-f58b5c2f2bea,12:44.0,Shopping,Other,Salary Bank,52.69,MYR,EXPENSE,0,NULL,12:44.0,NULL,NULL
90e3f00f-96c4-425d-b28b-4b10e0d2a648,32:09.0,Clinic Visit,Health,Salary Bank,6.79,MYR,EXPENSE,0,NULL,32:09.0,NULL,NULL
3892857d-ffc3-4200-9612-aeb73ec09903,33:56.0,Milk 2L,Grocery,Savings Bank,48.98,MYR,EXPENSE,0,NULL,33:56.0,NULL,NULL
d293f0c2-bf08-4d17-9ea0-7bb17d4d9855,18:16.0,Water Bill,Bills,Wallet,21.5,MYR,EXPENSE,0,NULL,18:16.0,NULL,NULL
d52842dc-5f52-4f8f-a61c-807d355df654,17:30.0,Lunch,Food,Wallet,52.09,MYR,EXPENSE,0,NULL,17:30.0,NULL,NULL
586a29c2-b32c-4943-b3b1-798f025add1c,51:57.0,General Expense,Insurance,Wallet,38.46,MYR,EXPENSE,0,NULL,51:57.0,NULL,NULL
b0dcb84a-92d4-4160-898d-fd4927da97e8,34:27.0,Misc Item,Other,Cash,66.18,MYR,EXPENSE,0,NULL,34:27.0,NULL,NULL
06c8760b-4e21-497b-a26f-9d24b0ba5e12,03:11.0,Vegetable Pack,Grocery,Cash,17.28,MYR,EXPENSE,0,NULL,03:11.0,NULL,NULL
4c6fb575-dfd3-4307-a9e7-f2bcefe4db4c,06:02.0,Online Course,Education,Savings Bank,67.56,MYR,EXPENSE,0,NULL,06:02.0,NULL,NULL
1318d331-e052-4925-afca-32671034ad33,19:30.0,Hotel Booking,Travel,Salary Bank,61.02,MYR,EXPENSE,0,NULL,19:30.0,NULL,NULL
1596fd8b-a723-446f-99da-8bc8f18cf435,54:18.0,Children Supplies,Family,Savings Bank,16.86,MYR,EXPENSE,0,NULL,54:18.0,NULL,NULL
c7e0e490-9a26-4613-87e6-d01169bc50e0,17:19.0,Vegetable Pack,Grocery,Wallet,41.63,MYR,EXPENSE,0,NULL,17:19.0,NULL,NULL
f7b20515-5b20-4530-b5fa-10e3e6d51f6d,47:01.0,Hotel Booking,Travel,Credit Card,60.25,MYR,EXPENSE,0,NULL,47:01.0,NULL,NULL
a52ca5ed-eb3e-46ad-ba4b-075bbe43a4ad,03:13.0,Game Top-Up,Entertainment,Savings Bank,24.5,MYR,EXPENSE,0,NULL,03:13.0,NULL,NULL
eac3929c-ce7c-4188-9853-b75fad0935b6,05:12.0,Online Course,Education,Cash,9.46,MYR,EXPENSE,0,NULL,05:12.0,NULL,NULL
70767dbf-6508-4b71-b541-b12f4ed5fa08,48:13.0,Monthly Salary,Other,Salary Bank,6200,MYR,INCOME,1,monthly,29:44.0,NULL,NULL
a1e0a217-2509-4704-a89b-9a378d369ac6,00:48.0,Karaoke,Entertainment,Savings Bank,40.8,MYR,EXPENSE,0,NULL,00:48.0,NULL,NULL
3ac3d8dc-837d-4775-90a0-c60397b82a62,36:45.0,Fuel Refill,Transport,Savings Bank,75.78,MYR,EXPENSE,0,NULL,36:45.0,NULL,NULL
111d7810-1d9c-4440-ad9a-b0a38aaa862e,27:39.0,Milk 2L,Grocery,Credit Card,66.92,MYR,EXPENSE,0,NULL,27:39.0,NULL,NULL
11b63743-5dd4-4a12-af09-ed5adf96116f,58:55.0,Gift Purchase,Family,Salary Bank,19.04,MYR,EXPENSE,0,NULL,58:55.0,NULL,NULL
88f8fa2a-102f-400a-aab7-6f5a5cafdd04,40:05.0,Freelance Work,Other,Salary Bank,303.39,MYR,INCOME,0,NULL,40:05.0,NULL,NULL
f12182fe-8230-49b7-afc7-cf00fe33df1b,21:41.0,Clinic Visit,Health,Savings Bank,16.38,MYR,EXPENSE,0,NULL,21:41.0,NULL,NULL
83b46998-5170-4b50-a939-d364e991f5f3,51:53.0,Misc Item,Other,Savings Bank,78.65,MYR,EXPENSE,0,NULL,51:53.0,NULL,NULL
f6d5fdfa-1155-425d-a5a8-358aa4fe8643,31:34.0,Breakfast,Food,Salary Bank,62.87,MYR,EXPENSE,0,NULL,31:34.0,NULL,NULL
cf6a35f0-18b0-40e1-b837-dd7022d96129,21:42.0,Gift Purchase,Family,Savings Bank,35.85,MYR,EXPENSE,0,NULL,21:42.0,NULL,NULL
04706684-ba57-446b-8c30-74bc8dfbeff5,19:38.0,Medicine,Health,Cash,8.04,MYR,EXPENSE,0,NULL,19:38.0,NULL,NULL
92bf81c0-a7b5-4a80-ac8d-2fd412a5d682,55:02.0,Shopping,Other,Wallet,14.2,MYR,EXPENSE,0,NULL,55:02.0,NULL,NULL
e688f069-4412-408c-a7ac-ff4c87ff875f,54:24.0,Internet Bill,Bills,Credit Card,120,MYR,EXPENSE,1,monthly,59:14.0,NULL,NULL
be393797-8976-4b99-85a1-f9241f7e0e5a,50:29.0,Breakfast,Food,Wallet,21.54,MYR,EXPENSE,0,NULL,50:29.0,NULL,NULL
89dc11da-bc16-4021-a23c-1d896ec460bd,08:33.0,Phone Bill,Bills,Credit Card,75,MYR,EXPENSE,1,monthly,50:20.0,NULL,NULL
20544f7f-8ec6-4895-8332-8be4ed11d66c,30:55.0,Children Supplies,Family,Cash,16.73,MYR,EXPENSE,0,NULL,30:55.0,NULL,NULL
